api_if6_1_11,api_if6_1_12,api_if6_1_8,api_if6_2_11,api_if6_2_15,api_if6_2_4,api_if6_2_5,api_if6_2_7,api_m16_1_10,api_m16_1_2__1,api_m16_1_5__1,api_m16_1_9__1,api_m16_2_11,api_m16_2_3,api_m16_2_4,api_m16_2_8,if6_1_1__1,if6_1_1__2,if6_1_2__1,if6_1_2__2,if6_1_2__3,if6_1_3__1,if6_1_3__2,if6_1_3__3,if6_1_3__4,if6_1_4__1,if6_1_4__2,if6_1_5__1,if6_1_5__2,if6_1_5__3,if6_1_5__4,if6_1_6__1,if6_1_6__2,if6_1_6__3,if6_2_0__1,if6_2_0__2_,if6_2_11__1,if6_2_11__2,if6_2_11__3,if6_2_11__4,if6_2_2__1,if6_2_2__2,if6_2_2__3,if6_2_20__1,if6_2_20__2,if6_2_20__3_,m16_1_1__1,m16_1_1__2,m16_1_1__3,m16_1_1__4,m16_1_13__1,m16_1_13__2,m16_1_13__3,m16_1_2__1,m16_1_2__2,m16_1_2__3,m16_1_3__1,m16_1_3__2,m16_1_3__3,m16_1_5__1,m16_1_5__2,m16_1_5__3,m16_1_6__1,m16_1_6__2,m16_1_6__3,m16_1_8__1,m16_1_8__2,m16_1_9__1,m16_1_9__2,m16_1_9__3,m16_2_10__1,m16_2_10__2,m16_2_10__3,m16_2_8__1,m16_2_8__2,m16_2_8__3
70,50,40,100,50,40,60,60,30,40,30,40,50,20,30,40,90,140,0,150,0,0,160,240,0,0,120,0,140,220,300,0,130,0,0,150,0,170,250,0,0,200,0,0,160,0,90,140,220,0,90,140,0,100,160,260,0,170,0,90,130,0,90,140,0,80,140,0,150,0,90,130,210,70,130,220
70,50,40,100,50,40,60,60,30,40,30,40,50,30,30,40,60,140,0,150,0,0,160,240,0,0,120,0,140,220,300,0,130,0,0,150,0,180,250,0,0,200,0,0,160,0,90,140,220,0,90,140,0,100,160,260,0,160,0,90,130,0,90,140,0,90,130,0,150,0,90,130,210,70,130,220
70,60,40,90,50,40,60,60,30,40,30,40,50,40,30,40,60,130,0,160,0,0,160,240,0,0,110,0,150,220,300,0,130,0,0,150,0,180,260,0,0,200,0,0,160,0,90,150,220,0,90,140,0,100,160,260,0,160,0,90,130,0,90,140,0,90,130,0,150,0,90,140,210,80,130,220
70,60,40,60,50,40,60,60,30,40,30,40,50,50,30,40,80,150,0,160,0,0,160,240,0,0,110,0,150,220,300,0,130,0,0,150,0,180,260,0,0,0,0,0,160,0,40,150,220,0,90,140,0,100,160,260,0,160,0,90,140,0,0,140,0,90,130,0,150,0,90,140,210,80,130,220
70,60,40,60,50,40,60,60,30,40,30,40,50,40,30,40,80,140,0,160,0,0,160,250,0,0,110,0,150,220,300,0,130,0,0,150,0,180,260,0,0,0,0,0,170,0,0,150,220,0,90,140,0,100,160,260,0,160,0,90,140,0,0,140,0,90,130,0,150,0,90,140,210,80,130,220
80,60,40,60,50,40,60,60,30,40,30,40,50,40,30,40,80,140,0,160,0,0,170,250,0,0,110,0,150,220,300,0,130,0,0,150,0,180,260,0,0,0,0,0,170,0,0,150,220,0,90,140,0,100,160,260,0,160,0,90,140,0,0,140,0,90,130,0,150,0,90,140,210,80,130,220
80,60,40,50,50,40,60,70,40,40,30,40,50,40,30,40,80,140,0,160,0,0,170,250,0,0,110,0,150,220,300,0,130,0,0,150,0,180,260,0,0,0,0,0,170,0,0,150,220,0,90,140,0,100,160,260,0,160,0,90,140,0,0,140,0,90,160,0,150,0,90,140,220,80,130,220
80,60,40,40,50,40,70,70,40,40,30,40,50,40,30,40,80,120,0,160,0,0,170,250,0,0,110,0,150,220,0,0,130,0,0,150,0,180,260,0,0,0,0,0,170,0,0,150,220,0,90,150,0,100,170,260,0,190,0,90,140,0,0,140,0,90,160,0,150,0,90,140,220,80,130,0
80,60,40,40,50,40,70,70,40,40,30,40,50,30,30,40,80,120,0,160,0,0,170,250,0,0,110,0,150,230,0,0,140,0,0,150,0,180,260,0,0,0,0,0,170,0,0,150,220,0,90,150,0,100,170,260,0,180,0,90,140,0,0,140,0,90,160,0,120,0,90,140,220,80,140,0
80,60,40,50,50,40,70,70,40,40,30,50,50,40,30,40,70,100,0,160,0,0,170,250,0,0,110,0,150,230,0,0,140,0,0,160,0,180,260,0,0,0,0,0,170,0,0,150,230,0,90,150,0,100,170,270,0,180,0,90,140,0,0,140,0,90,150,0,120,0,90,140,220,80,140,0
80,60,50,50,60,40,70,70,40,40,30,40,50,10,30,40,70,100,0,160,0,0,170,250,0,0,110,0,150,230,0,0,140,0,0,160,0,180,270,0,0,0,0,0,170,0,0,150,230,0,0,150,0,100,170,270,0,180,0,90,140,0,0,140,0,90,160,0,120,0,0,140,220,80,140,0
80,60,50,50,60,40,70,70,40,40,30,40,50,10,30,40,70,100,0,160,0,0,0,250,0,0,110,0,150,230,0,0,120,0,0,160,0,180,270,0,0,0,0,0,170,0,0,150,230,0,0,150,0,100,170,270,0,180,0,0,140,0,0,140,0,90,160,0,120,0,0,140,220,80,140,0
80,60,50,50,60,40,70,70,40,40,30,40,50,30,30,40,70,100,0,160,0,0,0,250,0,0,110,0,150,230,0,0,160,0,0,160,0,180,270,0,0,0,0,0,170,0,0,150,230,0,0,150,0,100,170,270,0,180,0,0,140,0,0,140,0,90,160,0,120,0,0,140,240,80,140,0
80,60,50,50,60,40,70,70,40,40,30,50,50,30,30,50,30,100,0,160,0,0,0,260,0,0,110,0,150,230,0,0,150,0,0,160,0,180,270,0,0,0,0,0,170,0,0,160,230,0,0,150,0,100,170,270,0,180,0,0,140,0,0,140,0,90,160,0,120,0,0,140,240,80,140,0
90,60,50,60,60,40,70,70,40,40,30,50,50,30,30,50,30,100,0,160,0,0,0,260,0,0,110,0,150,230,0,0,150,0,0,160,0,180,270,0,0,0,0,0,170,0,0,160,230,0,0,150,0,0,170,0,0,170,0,0,140,0,0,140,0,90,160,0,120,0,0,140,220,80,140,0
90,60,50,60,60,40,70,70,40,40,30,50,50,20,30,50,30,140,0,160,0,0,0,260,0,0,110,0,150,230,0,0,150,0,0,160,0,0,270,0,0,0,0,0,170,0,0,160,230,0,0,150,0,0,170,0,0,170,0,0,140,0,0,140,0,90,160,0,120,0,0,140,220,80,140,0
90,60,50,100,60,40,70,70,40,40,30,50,50,50,30,60,30,140,0,160,0,0,0,260,0,0,0,0,150,230,0,0,150,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,230,0,0,150,0,0,170,0,0,170,0,0,140,0,0,140,0,90,160,0,120,0,0,140,220,80,140,0
90,60,50,100,60,40,70,70,40,40,30,50,50,50,30,60,30,0,0,160,0,0,0,260,0,0,0,0,160,230,0,0,150,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,170,0,0,170,0,0,150,0,0,140,0,90,160,0,110,0,0,140,220,80,140,0
80,60,50,100,60,40,70,70,40,40,30,50,50,40,30,60,30,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,150,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,170,0,0,170,0,0,150,0,0,150,0,90,160,0,110,0,0,140,220,80,140,0
80,60,50,100,60,40,70,80,40,40,30,50,50,40,30,60,40,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,150,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,170,0,0,150,0,0,150,0,100,160,0,110,0,0,150,220,80,140,0
80,60,50,90,60,40,70,80,40,40,30,50,60,50,30,60,50,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,140,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,170,0,0,150,0,0,150,0,100,170,0,110,0,0,150,230,80,140,0
90,60,50,90,60,40,70,80,40,40,30,50,60,50,40,60,50,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,130,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,190,0,0,150,0,0,150,0,100,170,0,110,0,0,150,230,80,140,0
90,70,50,90,60,40,70,80,40,40,30,50,60,60,40,60,50,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,170,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,190,0,0,150,0,0,150,0,100,170,0,110,0,0,150,230,80,140,0
90,70,50,90,60,50,80,80,40,40,30,50,60,60,40,60,50,0,0,170,0,0,0,260,0,0,0,0,160,230,0,0,160,0,0,160,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,190,0,0,150,0,0,150,0,100,170,0,110,0,0,150,230,90,140,0
100,70,50,80,60,50,80,80,40,40,30,50,60,50,40,50,50,0,0,170,0,0,0,260,0,0,0,0,160,0,0,0,160,0,0,170,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,150,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,130,0,0,150,230,90,140,0
100,70,50,70,60,50,80,80,40,40,30,50,60,60,40,50,50,0,0,170,0,0,0,260,0,0,0,0,160,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,130,0,0,150,230,90,150,0
100,70,50,70,70,50,80,80,40,50,30,50,60,70,40,50,50,0,0,170,0,0,0,0,0,0,0,0,160,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,180,0,0,160,240,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,130,0,0,150,230,90,150,0
100,70,50,70,70,50,80,90,40,50,30,50,60,60,40,50,50,0,0,180,0,0,0,0,0,0,0,0,160,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,0,0,0,160,240,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,120,0,0,150,230,90,150,0
100,70,60,70,70,50,80,90,40,50,40,50,60,60,40,50,50,0,0,180,0,0,0,0,0,0,0,0,160,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,0,0,0,160,240,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,160,0,0,150,240,90,150,0
100,70,60,70,70,50,80,90,40,50,40,50,60,50,40,60,50,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,170,0,160,0,0,150,240,90,150,0
100,70,60,60,70,50,80,90,40,50,40,50,60,50,40,50,50,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,170,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,160,0,0,180,0,0,0,0,0,150,0,0,150,0,100,180,0,160,0,0,150,240,90,150,0
100,70,60,60,70,50,80,90,40,50,40,50,60,50,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,170,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,160,0,0,180,0,0,0,0,0,150,0,0,160,0,100,180,0,170,0,0,150,240,90,150,0
100,70,60,60,70,50,90,90,40,50,40,60,60,40,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,170,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,160,0,0,180,0,0,0,0,0,160,0,0,160,0,100,180,0,170,0,0,150,240,90,150,0
100,70,60,60,70,50,90,90,40,50,40,60,60,50,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,160,0,0,180,0,0,0,0,0,160,0,0,160,0,90,180,0,170,0,0,150,240,90,150,0
100,70,60,80,70,50,90,90,40,40,40,60,60,50,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,160,0,0,160,0,100,180,0,170,0,0,150,240,90,150,0
90,70,60,90,70,50,90,90,40,50,40,60,60,50,40,40,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,160,0,0,160,0,100,180,0,170,0,0,150,240,90,150,0
90,70,60,70,70,50,90,90,40,50,40,60,60,60,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,160,0,0,160,0,100,170,0,170,0,0,150,240,90,150,0
0,70,60,70,70,50,90,100,40,50,40,60,60,60,40,50,60,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,160,0,0,160,0,0,130,0,170,0,0,150,240,90,150,0
0,70,60,70,70,50,90,100,40,50,40,60,60,40,40,50,60,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,160,0,0,160,0,0,130,0,130,0,0,150,240,90,150,0
0,70,60,60,70,50,90,100,40,50,40,60,60,40,40,50,60,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,160,0,0,160,0,0,130,0,130,0,0,150,240,90,150,0
0,70,60,60,70,50,90,100,50,50,40,60,60,50,40,50,70,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,160,0,0,130,0,130,0,0,150,240,90,150,0
0,70,60,90,70,50,90,100,50,50,40,60,60,50,40,50,70,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,160,0,0,150,0,130,0,0,150,240,90,150,0
0,70,60,60,70,50,100,100,50,50,40,60,60,50,40,50,70,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,160,0,0,160,0,160,0,0,150,240,90,150,0
0,70,60,50,70,50,100,100,50,50,40,60,60,50,40,50,70,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,160,0,0,180,0,150,0,0,160,240,90,150,0
0,80,60,0,70,50,100,100,50,50,40,60,60,60,40,50,50,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,160,0,0,180,0,160,0,0,160,220,90,150,0
0,80,60,0,80,50,100,100,50,50,40,60,70,50,40,50,40,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,170,0,0,130,0,160,0,0,160,220,90,150,0
0,80,60,0,80,50,100,100,50,50,40,60,70,50,40,50,40,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,160,0,0,160,0,90,150,0
0,80,60,0,80,50,100,100,50,50,40,60,70,50,40,50,40,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,160,0,0,160,0,90,160,0
0,80,60,0,80,50,100,100,50,50,40,60,70,40,40,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,160,0,0,160,0,90,160,0
0,80,60,0,80,60,100,100,50,50,40,60,70,50,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,170,0,0,160,0,0,160,0
0,80,70,0,80,50,100,100,50,50,40,60,70,40,40,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,160,0,0,160,0,0,160,0
0,80,70,0,80,60,100,0,50,50,40,60,70,40,40,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,160,0,0,160,0,0,160,0
0,80,70,0,80,60,0,0,50,50,40,60,70,60,40,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,170,0,0,160,0,0,160,0
0,80,70,0,80,50,0,0,50,50,40,60,70,50,40,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,190,0,0,0,0,0,170,0,0,170,0,0,0,0,170,0,0,160,0,0,160,0
0,80,70,0,80,50,0,0,50,50,40,60,70,50,40,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,180,0,0,170,0,0,0,0,170,0,0,160,0,0,160,0
0,80,70,0,80,60,0,0,50,50,40,60,70,50,50,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,180,0,0,170,0,0,0,0,150,0,0,160,0,0,160,0
0,80,70,0,80,60,0,0,50,50,40,60,70,50,50,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,180,0,0,170,0,0,0,0,150,0,0,160,0,0,160,0
0,80,70,0,80,60,0,0,50,60,40,60,70,50,50,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,180,0,0,170,0,0,0,0,130,0,0,160,0,0,160,0
0,80,70,0,80,60,0,0,50,60,40,70,70,70,50,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0,0,160,0,0,0,0,0,160,0
0,80,70,0,80,60,0,0,50,60,40,70,70,70,50,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0,0,160,0,0,0,0,0,160,0
0,80,70,0,80,60,0,0,50,60,40,60,70,70,50,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0,0,150,0,0,0,0,0,160,0
0,80,70,0,80,60,0,0,50,60,40,60,70,70,50,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,160,0
0,80,70,0,80,60,0,0,50,60,50,70,70,70,50,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,160,0,0,0,0,0,160,0
0,90,70,0,80,60,0,0,50,60,50,70,70,60,50,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,170,0
0,90,70,0,80,60,0,0,50,60,50,70,70,50,50,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,170,0
0,90,70,0,90,60,0,0,50,60,50,70,70,60,50,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,170,0
0,90,70,0,90,60,0,0,50,60,50,70,70,70,50,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,170,0
0,90,70,0,90,60,0,0,50,60,50,70,70,80,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,150,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,50,60,50,70,80,60,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,160,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,50,60,50,70,80,60,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,160,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,50,60,50,70,80,60,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,160,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,50,60,50,70,80,60,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,160,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,50,60,50,70,80,60,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,150,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,60,60,50,70,80,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,170,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,60,60,50,70,80,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,170,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,170,0
0,90,80,0,90,60,0,0,60,60,50,70,80,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0
0,90,80,0,100,60,0,0,60,60,50,70,80,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0
0,90,80,0,100,60,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,80,0,100,70,0,0,60,60,50,70,70,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,80,0,100,70,0,0,60,60,50,80,70,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,80,0,100,70,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,80,0,100,70,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,80,0,100,70,0,0,60,60,50,70,80,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,100,70,0,0,60,60,50,70,70,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,100,70,0,0,60,60,50,70,70,80,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
